GUID,GEOGID,GEOGDESC,Reference Geography,ED_GUID,ED_ID_STR,ED_ENGLISH,ED_GAEILGE,ED_OFFICIAL,LEA_GUID,CSO_LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation) ,Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Yes,No,Not stated,Total,ObjectId
2ae19629-1ced-13a3-e055-000000000001,2ae19629-1ced-13a3-e055-000000000001,ARRAN QUAY C,CSO ED-2022,2ae19629-1ced-13a3-e055-000000000001,268003,ARRAN QUAY C,CÉ ÁRANN C,Y,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2217,2429,4646,1915,55,56,135,2161,383000,Sq Metres,382556.674682617,3076.97059677017,2ae19629-1ced-13a3-e055-000000000001,763,2705,1071,4539,400
2ae19629-1cee-13a3-e055-000000000001,2ae19629-1cee-13a3-e055-000000000001,ARRAN QUAY D,CSO ED-2022,2ae19629-1cee-13a3-e055-000000000001,268004,ARRAN QUAY D,CÉ ÁRANN D,Y,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1590,1718,3308,1321,21,2,169,1513,345000,Sq Metres,345146.291259766,2716.96712417975,2ae19629-1cee-13a3-e055-000000000001,752,1645,822,3219,401
2ae19629-1cef-13a3-e055-000000000001,2ae19629-1cef-13a3-e055-000000000001,ARRAN QUAY E,CSO ED-2022,2ae19629-1cef-13a3-e055-000000000001,268005,ARRAN QUAY E,CÉ ÁRANN E,Y,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1719,1658,3377,1657,31,2,145,1835,264000,Sq Metres,264391.973602295,2590.03172503936,2ae19629-1cef-13a3-e055-000000000001,1010,1808,459,3277,402
2ae19629-1cf0-13a3-e055-000000000001,2ae19629-1cf0-13a3-e055-000000000001,ASHTOWN A,CSO ED-2022,2ae19629-1cf0-13a3-e055-000000000001,268006,ASHTOWN A,BAILE AN ÁSAIGH A,Y,e19bef46-260c-495d-89f0-3898e2708721,CABRA-GLASNEVIN,13260421,N,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,6114,5980,12094,4560,97,7,200,4864,1996000,Sq Metres,1996106.80453491,6116.27284510337,2ae19629-1cf0-13a3-e055-000000000001,4052,6844,679,11575,403
2ae19629-1cf6-13a3-e055-000000000001,2ae19629-1cf6-13a3-e055-000000000001,CASTLEKNOCK-PARK,CSO ED-2022,2ae19629-1cf6-13a3-e055-000000000001,267041,CASTLEKNOCK-PARK,CAISLEÁN CNUCHA-AN PHÁIRC,Y,3a625b75-d7a9-467e-be55-18381818d65b,CASTLEKNOCK,13260403,N,2ae19629-14a0-13a3-e055-000000000001,FINGAL COUNTY COUNCIL,FL,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,3191,3164,6355,2266,61,8,107,2442,2436000,Sq Metres,2435730.13729858,7272.95287732435,2ae19629-1cf6-13a3-e055-000000000001,2760,2949,376,6085,404
2ae19629-1cf7-13a3-e055-000000000001,2ae19629-1cf7-13a3-e055-000000000001,CHURCHTOWN-CASTLE,CSO ED-2022,2ae19629-1cf7-13a3-e055-000000000001,267042,CHURCHTOWN-CASTLE,BAILE AN TEAMPAILL-AN CAISLEÁN,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,969,942,1911,749,14,0,42,805,849000,Sq Metres,848653.987945557,4640.62500955141,2ae19629-1cf7-13a3-e055-000000000001,739,1043,43,1825,405
2ae19629-1cf8-13a3-e055-000000000001,2ae19629-1cf8-13a3-e055-000000000001,CHURCHTOWN-LANDSCAPE,CSO ED-2022,2ae19629-1cf8-13a3-e055-000000000001,267043,CHURCHTOWN-LANDSCAPE,BAILE AN TEAMPAILL-FEARANN NA SCÉIMHE,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,726,720,1446,491,10,0,27,528,411000,Sq Metres,410588.234100342,3012.34680983963,2ae19629-1cf8-13a3-e055-000000000001,760,612,25,1397,406
2ae19629-1cf9-13a3-e055-000000000001,2ae19629-1cf9-13a3-e055-000000000001,CHURCHTOWN-NUTGROVE,CSO ED-2022,2ae19629-1cf9-13a3-e055-000000000001,267044,CHURCHTOWN-NUTGROVE,BAILE AN TEAMPAILL-AN GARRÁN CNÓ,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1643,1547,3190,1189,25,5,71,1290,768000,Sq Metres,767831.707550049,4963.88266228241,2ae19629-1cf9-13a3-e055-000000000001,1118,1864,91,3073,407
2ae19629-1cfa-13a3-e055-000000000001,2ae19629-1cfa-13a3-e055-000000000001,CHURCHTOWN-ORWELL,CSO ED-2022,2ae19629-1cfa-13a3-e055-000000000001,267045,CHURCHTOWN-ORWELL,BAILE AN TEAMPAILL-ORWELL,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1021,947,1968,692,28,0,47,767,956000,Sq Metres,955949.961486816,4540.15654301148,2ae19629-1cfa-13a3-e055-000000000001,1007,874,27,1908,408
2ae19629-1cfb-13a3-e055-000000000001,2ae19629-1cfb-13a3-e055-000000000001,CHURCHTOWN-WOODLAWN,CSO ED-2022,2ae19629-1cfb-13a3-e055-000000000001,267046,CHURCHTOWN-WOODLAWN,BAILE AN TEAMPAILL-PLÁSÓG NA COILLE,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,773,756,1529,555,19,2,27,603,415000,Sq Metres,415166.122406006,2789.04602483197,2ae19629-1cfb-13a3-e055-000000000001,746,720,30,1496,409
2ae19629-1cfc-13a3-e055-000000000001,2ae19629-1cfc-13a3-e055-000000000001,CLONDALKIN-BALLYMOUNT,CSO ED-2022,2ae19629-1cfc-13a3-e055-000000000001,267047,CLONDALKIN-BALLYMOUNT,CLUAIN DOLCÁIN-BAILE AN MHÓTA,Y,f499b78c-07d6-4e53-a140-b5463468f2c0,TALLAGHT CENTRAL,13260412,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1109,1211,2320,630,13,0,19,662,3146000,Sq Metres,3145735.77920532,9798.0929055583,2ae19629-1cfc-13a3-e055-000000000001,545,1199,499,2243,410
2ae19629-1cfd-13a3-e055-000000000001,2ae19629-1cfd-13a3-e055-000000000001,CLONDALKIN-CAPPAGHMORE,CSO ED-2022,2ae19629-1cfd-13a3-e055-000000000001,267048,CLONDALKIN-CAPPAGHMORE,CLUAIN DOLCÁIN-AN CHEAPACH MHÓR,Y,a4a6a231-170f-4ff3-be09-6d68f119c5b3,CLONDALKIN,13260416,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1277,1168,2445,757,10,0,64,831,2068000,Sq Metres,2067738.61627197,6773.90049722885,2ae19629-1cfd-13a3-e055-000000000001,584,1459,337,2380,411
2ae19629-1cfe-13a3-e055-000000000001,2ae19629-1cfe-13a3-e055-000000000001,CLONDALKIN-DUNAWLEY,CSO ED-2022,2ae19629-1cfe-13a3-e055-000000000001,267049,CLONDALKIN-DUNAWLEY,CLUAIN DOLCÁIN-DÚN AMHLAOIBH,Y,a4a6a231-170f-4ff3-be09-6d68f119c5b3,CLONDALKIN,13260416,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,5886,5412,11298,3816,41,0,136,3993,4742000,Sq Metres,4742358.66174316,10613.176049694,2ae19629-1cfe-13a3-e055-000000000001,2806,6982,1116,10904,412
2ae19629-1cff-13a3-e055-000000000001,2ae19629-1cff-13a3-e055-000000000001,CLONDALKIN-MONASTERY,CSO ED-2022,2ae19629-1cff-13a3-e055-000000000001,267050,CLONDALKIN-MONASTERY,CLUAIN DOLCÁIN-AN MHAINISTIR,Y,a4a6a231-170f-4ff3-be09-6d68f119c5b3,CLONDALKIN,13260416,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,5725,5632,11357,3943,62,5,178,4188,3948000,Sq Metres,3947541.46954346,9472.95705275179,2ae19629-1cff-13a3-e055-000000000001,3463,6711,759,10933,413
2ae19629-1d00-13a3-e055-000000000001,2ae19629-1d00-13a3-e055-000000000001,CLONDALKIN-MOORFIELD,CSO ED-2022,2ae19629-1d00-13a3-e055-000000000001,267051,CLONDALKIN-MOORFIELD,CLUAIN DOLCÁIN-GORT AN MHÚRAIGH,Y,31e7c7c2-c64b-416e-8dcc-c3d78c9bc358,PALMERSTOWN-FONTHILL,13260419,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,3613,3411,7024,2281,14,0,36,2331,2237000,Sq Metres,2236530.70068359,7382.49888273409,2ae19629-1d00-13a3-e055-000000000001,1430,4601,775,6806,414
2ae19629-1d01-13a3-e055-000000000001,2ae19629-1d01-13a3-e055-000000000001,CLONDALKIN-ROWLAGH,CSO ED-2022,2ae19629-1d01-13a3-e055-000000000001,267052,CLONDALKIN-ROWLAGH,CLUAIN DOLCÁIN-RUALACH,Y,31e7c7c2-c64b-416e-8dcc-c3d78c9bc358,PALMERSTOWN-FONTHILL,13260419,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2134,1972,4106,1370,13,0,31,1414,728000,Sq Metres,728317.915557861,3818.49964097023,2ae19629-1d01-13a3-e055-000000000001,695,2872,398,3965,415
2ae19629-1d02-13a3-e055-000000000001,2ae19629-1d02-13a3-e055-000000000001,CLONDALKIN VILLAGE,CSO ED-2022,2ae19629-1d02-13a3-e055-000000000001,267053,CLONDALKIN VILLAGE,CLUAIN DOLCÁIN,Y,a4a6a231-170f-4ff3-be09-6d68f119c5b3,CLONDALKIN,13260416,N,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,4778,4610,9388,3199,48,3,110,3360,6036000,Sq Metres,6036367.72958374,11846.378900173,2ae19629-1d02-13a3-e055-000000000001,2961,5401,661,9023,416
2ae19629-1d03-13a3-e055-000000000001,2ae19629-1d03-13a3-e055-000000000001,ASHTOWN B,CSO ED-2022,2ae19629-1d03-13a3-e055-000000000001,268007,ASHTOWN B,BAILE AN ÁSAIGH B,Y,e19bef46-260c-495d-89f0-3898e2708721,CABRA-GLASNEVIN,13260421,N,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1471,1372,2843,1065,21,3,84,1173,595000,Sq Metres,595174.950775146,4698.39523193903,2ae19629-1d03-13a3-e055-000000000001,1198,1380,165,2743,417
2ae19629-1d04-13a3-e055-000000000001,2ae19629-1d04-13a3-e055-000000000001,AYRFIELD,CSO ED-2022,2ae19629-1d04-13a3-e055-000000000001,268008,AYRFIELD,BÁN AN AEIR,Y,2ae19629-3f5e-13a3-e055-000000000001,DONAGHMEDE,13260428,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,3029,2834,5863,2128,29,2,76,2235,894000,Sq Metres,893778.817993164,4608.74256644474,2ae19629-1d04-13a3-e055-000000000001,1719,3595,378,5692,418
2ae19629-1d05-13a3-e055-000000000001,2ae19629-1d05-13a3-e055-000000000001,BALLYBOUGH A,CSO ED-2022,2ae19629-1d05-13a3-e055-000000000001,268009,BALLYBOUGH A,AN BAILE BOCHT A,Y,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2008,1996,4004,1683,31,1,185,1900,349000,Sq Metres,349152.771972656,2888.54386353743,2ae19629-1d05-13a3-e055-000000000001,710,2552,631,3893,419
2ae19629-1d06-13a3-e055-000000000001,2ae19629-1d06-13a3-e055-000000000001,BALLYBOUGH B,CSO ED-2022,2ae19629-1d06-13a3-e055-000000000001,268010,BALLYBOUGH B,AN BAILE BOCHT B,Y,2ae19629-3f5c-13a3-e055-000000000001,NORTH INNER CITY,13260426,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1998,2186,4184,1691,35,16,143,1885,354000,Sq Metres,353884.234161377,2901.06947498597,2ae19629-1d06-13a3-e055-000000000001,782,2636,635,4053,420
2ae19629-1d07-13a3-e055-000000000001,2ae19629-1d07-13a3-e055-000000000001,BALLYGALL C,CSO ED-2022,2ae19629-1d07-13a3-e055-000000000001,268011,BALLYGALL C,BAILE GALL C,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1882,1764,3646,1325,15,2,67,1409,992000,Sq Metres,991998.174682617,4199.62141493987,2ae19629-1d07-13a3-e055-000000000001,1532,1871,136,3539,421
2ae19629-1d08-13a3-e055-000000000001,2ae19629-1d08-13a3-e055-000000000001,BALLYGALL A,CSO ED-2022,2ae19629-1d08-13a3-e055-000000000001,268012,BALLYGALL A,BAILE GALL A,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1848,1754,3602,1312,19,0,84,1415,484000,Sq Metres,484419.712310791,3814.21556646692,2ae19629-1d08-13a3-e055-000000000001,808,2281,397,3486,422
2ae19629-1d09-13a3-e055-000000000001,2ae19629-1d09-13a3-e055-000000000001,BALLYGALL B,CSO ED-2022,2ae19629-1d09-13a3-e055-000000000001,268013,BALLYGALL B,BAILE GALL B,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1047,883,1930,708,14,1,54,777,556000,Sq Metres,555596.56048584,3400.87114269111,2ae19629-1d09-13a3-e055-000000000001,645,969,265,1879,423
2ae19629-1d0a-13a3-e055-000000000001,2ae19629-1d0a-13a3-e055-000000000001,BALLYGALL D,CSO ED-2022,2ae19629-1d0a-13a3-e055-000000000001,268014,BALLYGALL D,BAILE GALL D,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1284,1242,2526,976,8,0,42,1026,433000,Sq Metres,433485.578918457,2619.42400551119,2ae19629-1d0a-13a3-e055-000000000001,909,1438,108,2455,424
2ae19629-1d0b-13a3-e055-000000000001,2ae19629-1d0b-13a3-e055-000000000001,BALLYMUN A,CSO ED-2022,2ae19629-1d0b-13a3-e055-000000000001,268015,BALLYMUN A,BAILE MUNNA A,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2975,2760,5735,1945,16,1,91,2053,946000,Sq Metres,945989.468475342,4764.71412646717,2ae19629-1d0b-13a3-e055-000000000001,1203,3386,938,5527,425
2ae19629-1d0c-13a3-e055-000000000001,2ae19629-1d0c-13a3-e055-000000000001,BALLYMUN B,CSO ED-2022,2ae19629-1d0c-13a3-e055-000000000001,268016,BALLYMUN B,BAILE MUNNA B,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2185,2088,4273,1494,4,0,63,1561,663000,Sq Metres,663420.760864258,3575.31830993157,2ae19629-1d0c-13a3-e055-000000000001,654,2505,972,4131,426
2ae19629-1d0d-13a3-e055-000000000001,2ae19629-1d0d-13a3-e055-000000000001,BALLYMUN C,CSO ED-2022,2ae19629-1d0d-13a3-e055-000000000001,268017,BALLYMUN C,BAILE MUNNA C,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2965,2764,5729,2126,59,1,96,2282,773000,Sq Metres,773137.811798096,3615.92341025508,2ae19629-1d0d-13a3-e055-000000000001,1166,3070,1333,5569,427
2ae19629-1d0e-13a3-e055-000000000001,2ae19629-1d0e-13a3-e055-000000000001,BALLYMUN D,CSO ED-2022,2ae19629-1d0e-13a3-e055-000000000001,268018,BALLYMUN D,BAILE MUNNA D,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1311,1240,2551,977,1,0,41,1019,472000,Sq Metres,472377.434875488,3077.34740437554,2ae19629-1d0e-13a3-e055-000000000001,300,1154,1026,2480,428
2ae19629-1d0f-13a3-e055-000000000001,2ae19629-1d0f-13a3-e055-000000000001,BALLYMUN E,CSO ED-2022,2ae19629-1d0f-13a3-e055-000000000001,268019,BALLYMUN E,BAILE MUNNA E,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,890,784,1674,603,4,0,32,639,354000,Sq Metres,354460.035308838,2887.24963162159,2ae19629-1d0f-13a3-e055-000000000001,736,842,52,1630,429
2ae19629-1d10-13a3-e055-000000000001,2ae19629-1d10-13a3-e055-000000000001,BALLYMUN F,CSO ED-2022,2ae19629-1d10-13a3-e055-000000000001,268020,BALLYMUN F,BAILE MUNNA F,Y,2ae19629-3f56-13a3-e055-000000000001,BALLYMUN-FINGLAS,13260420,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1218,1141,2359,897,12,0,50,959,436000,Sq Metres,435779.383148193,3348.95348924728,2ae19629-1d10-13a3-e055-000000000001,903,1317,81,2301,430
2ae19629-1d11-13a3-e055-000000000001,2ae19629-1d11-13a3-e055-000000000001,BEAUMONT A,CSO ED-2022,2ae19629-1d11-13a3-e055-000000000001,268021,BEAUMONT A,BEAUMONT A,Y,2ae19629-3ef4-13a3-e055-000005200001,ARTANE-WHITEHALL,13260429,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1380,1288,2668,1017,13,1,68,1099,513000,Sq Metres,512932.837890625,3758.83626495006,2ae19629-1d11-13a3-e055-000000000001,1074,1417,86,2577,431
2ae19629-1d12-13a3-e055-000000000001,2ae19629-1d12-13a3-e055-000000000001,BEAUMONT B,CSO ED-2022,2ae19629-1d12-13a3-e055-000000000001,268022,BEAUMONT B,BEAUMONT B,Y,2ae19629-3ef4-13a3-e055-000005200001,ARTANE-WHITEHALL,13260429,Y,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2641,2462,5103,1534,27,1,69,1631,850000,Sq Metres,849989.575378418,4108.94074230262,2ae19629-1d12-13a3-e055-000000000001,1440,2606,934,4980,432
2ae19629-1d18-13a3-e055-000000000001,2ae19629-1d18-13a3-e055-000000000001,CLONSKEAGH-MILLTOWN,CSO ED-2022,2ae19629-1d18-13a3-e055-000000000001,267055,CLONSKEAGH-MILLTOWN,CLUAIN SCEACH-BAILE AN MHUILINN,Y,2ae19629-3efc-13a3-e055-000000000001,STILLORGAN,13260405,Y,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1178,1074,2252,789,11,8,37,845,520000,Sq Metres,520148.410919189,2942.13399737727,2ae19629-1d18-13a3-e055-000000000001,1044,940,187,2171,433
2ae19629-1d19-13a3-e055-000000000001,2ae19629-1d19-13a3-e055-000000000001,CLONSKEAGH-BELFIELD,CSO ED-2022,2ae19629-1d19-13a3-e055-000000000001,267056,CLONSKEAGH-BELFIELD,CLUAIN SCEACH-BELFIELD,Y,2ae19629-3efc-13a3-e055-000000000001,STILLORGAN,13260405,Y,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,2167,1587,3754,1110,17,2,19,1148,1911000,Sq Metres,1910627.92266846,6040.93646101085,2ae19629-1d19-13a3-e055-000000000001,1383,2085,246,3714,434
2ae19629-1d1a-13a3-e055-000000000001,2ae19629-1d1a-13a3-e055-000000000001,CLONSKEAGH-FARRANBOLEY,CSO ED-2022,2ae19629-1d1a-13a3-e055-000000000001,267057,CLONSKEAGH-FARRANBOLEY,CLUAIN SCEACH-FEARANN NA BUAILE,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,924,827,1751,730,13,3,39,785,364000,Sq Metres,363927.662353516,2814.73765120887,2ae19629-1d1a-13a3-e055-000000000001,609,1012,88,1709,435
2ae19629-1d1b-13a3-e055-000000000001,2ae19629-1d1b-13a3-e055-000000000001,CLONSKEAGH-ROEBUCK,CSO ED-2022,2ae19629-1d1b-13a3-e055-000000000001,267058,CLONSKEAGH-ROEBUCK,CLUAIN SCEACH-REABÓG,Y,2ae19629-3efc-13a3-e055-000000000001,STILLORGAN,13260405,Y,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1775,1590,3365,1311,35,7,119,1472,749000,Sq Metres,749153.514099121,3421.26651002623,2ae19629-1d1b-13a3-e055-000000000001,1422,1623,206,3251,436
2ae19629-1d1c-13a3-e055-000000000001,2ae19629-1d1c-13a3-e055-000000000001,CLONSKEAGH-WINDY ARBOUR,CSO ED-2022,2ae19629-1d1c-13a3-e055-000000000001,267059,CLONSKEAGH-WINDY ARBOUR,CLUAIN SCEACH-NA GLASÁIN,Y,347867a1-33d7-4a6d-9e5a-15b239c1bd86,DUNDRUM,13260406,N,2ae19629-149f-13a3-e055-000000000001,DUN LAOGHAIRE-RATHDOWN COUNTY COUNCIL,DR,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,1569,1451,3020,1092,29,2,62,1185,713000,Sq Metres,713114.679199219,3713.26010652816,2ae19629-1d1c-13a3-e055-000000000001,1249,1573,84,2906,437
