ed_name,county,all_irish_speakers,never_speaks_irish_outside_education_only,not_stated,speaks_irish_daily,speaks_irish_daily_education_only,speaks_irish_less_often,speaks_irish_weekly,share_daily_of_all,share_daily_education_only_of_all,share_weekly_of_all,share_less_often_of_all,share_never_outside_education_only_of_all,share_not_stated_of_all,share_daily_any_of_all
Kilkieran,Kilkenny,338,72,7,0,124,122,13,0.0,0.3668639053254438,0.038461538461538464,0.3609467455621302,0.21301775147928995,0.020710059171597635,0.3668639053254438
Kilkishen,Clare,484,140,8,8,128,173,27,0.01652892561983471,0.2644628099173554,0.05578512396694215,0.3574380165289256,0.2892561983471074,0.01652892561983471,0.2809917355371901
Kill,Cavan,139,32,3,4,49,45,6,0.02877697841726619,0.35251798561151076,0.04316546762589928,0.3237410071942446,0.2302158273381295,0.02158273381294964,0.381294964028777
Kill,Kildare,2124,576,39,29,647,707,126,0.013653483992467044,0.3046139359698682,0.059322033898305086,0.3328625235404896,0.2711864406779661,0.018361581920903956,0.3182674199623352
Killaan,Galway County,228,60,4,4,63,82,15,0.017543859649122806,0.27631578947368424,0.06578947368421052,0.35964912280701755,0.2631578947368421,0.017543859649122806,0.29385964912280704
Killabban,Laois,177,53,1,9,63,48,3,0.05084745762711865,0.3559322033898305,0.01694915254237288,0.2711864406779661,0.2994350282485876,0.005649717514124294,0.4067796610169492
Killaconenagh,Cork County,623,152,20,10,175,234,32,0.016051364365971106,0.2808988764044944,0.051364365971107544,0.3756019261637239,0.24398073836276082,0.03210272873194221,0.2969502407704655
Killaconnigan,Meath,739,171,11,15,275,224,43,0.02029769959404601,0.3721244925575101,0.058186738836265225,0.30311231393775373,0.2313937753721245,0.014884979702300407,0.39242219215155616
Killadoon,Sligo,120,35,4,2,28,49,2,0.016666666666666666,0.23333333333333334,0.016666666666666666,0.4083333333333333,0.2916666666666667,0.03333333333333333,0.25
Killadriffe,Tipperary,233,49,6,3,63,96,16,0.012875536480686695,0.2703862660944206,0.06866952789699571,0.41201716738197425,0.21030042918454936,0.02575107296137339,0.2832618025751073
Killadysert,Clare,417,101,13,4,120,165,14,0.009592326139088728,0.28776978417266186,0.03357314148681055,0.39568345323741005,0.2422062350119904,0.03117505995203837,0.2973621103117506
Killag,Wexford,184,54,3,4,76,42,5,0.021739130434782608,0.41304347826086957,0.02717391304347826,0.22826086956521738,0.29347826086956524,0.016304347826086956,0.43478260869565216
Killahan,Kerry,147,30,5,2,58,42,10,0.013605442176870748,0.3945578231292517,0.06802721088435375,0.2857142857142857,0.20408163265306123,0.034013605442176874,0.40816326530612246
Killahy,Kilkenny,293,79,6,7,81,107,13,0.023890784982935155,0.2764505119453925,0.04436860068259386,0.3651877133105802,0.2696245733788396,0.020477815699658702,0.3003412969283277
Killala,Mayo,512,128,12,15,148,177,32,0.029296875,0.2890625,0.0625,0.345703125,0.25,0.0234375,0.318359375
Killallaghtan,Galway County,217,57,5,8,62,80,5,0.03686635944700461,0.2857142857142857,0.02304147465437788,0.3686635944700461,0.2626728110599078,0.02304147465437788,0.3225806451612903
Killallon,Meath,106,24,5,0,32,41,4,0.0,0.3018867924528302,0.03773584905660377,0.3867924528301887,0.22641509433962265,0.04716981132075472,0.3018867924528302
Killaloan/Kilsheelan,Tipperary,598,177,16,7,171,195,32,0.011705685618729096,0.28595317725752506,0.05351170568561873,0.32608695652173914,0.2959866220735786,0.026755852842809364,0.2976588628762542
Killaloe,Clare,899,249,23,23,257,309,38,0.025583982202447165,0.28587319243604004,0.042269187986651836,0.3437152391546162,0.27697441601779754,0.025583982202447165,0.3114571746384872
Killamery,Kilkenny,97,17,5,0,33,35,7,0.0,0.3402061855670103,0.07216494845360824,0.36082474226804123,0.17525773195876287,0.05154639175257732,0.3402061855670103
Killanena,Clare,102,18,0,7,38,29,10,0.06862745098039216,0.37254901960784315,0.09803921568627451,0.28431372549019607,0.17647058823529413,0.0,0.4411764705882353
Killann,Wexford,383,123,6,9,110,112,23,0.02349869451697128,0.28720626631853785,0.06005221932114883,0.2924281984334204,0.32114882506527415,0.015665796344647518,0.31070496083550914
Killanniv,Clare,387,102,6,10,115,117,37,0.025839793281653745,0.2971576227390181,0.09560723514211886,0.3023255813953488,0.26356589147286824,0.015503875968992248,0.32299741602067183
Killanny,Louth,319,86,8,1,118,86,20,0.003134796238244514,0.36990595611285265,0.06269592476489028,0.26959247648902823,0.26959247648902823,0.025078369905956112,0.3730407523510972
Killanummery,Leitrim,127,37,8,2,37,32,11,0.015748031496062992,0.29133858267716534,0.08661417322834646,0.25196850393700787,0.29133858267716534,0.06299212598425197,0.30708661417322836
Killaraght,Sligo,183,54,9,1,53,52,14,0.00546448087431694,0.2896174863387978,0.07650273224043716,0.28415300546448086,0.29508196721311475,0.04918032786885246,0.29508196721311475
Killard,Clare,142,41,6,3,38,43,11,0.02112676056338028,0.2676056338028169,0.07746478873239436,0.3028169014084507,0.2887323943661972,0.04225352112676056,0.2887323943661972
Killare,Westmeath,159,49,6,0,48,52,4,0.0,0.3018867924528302,0.025157232704402517,0.3270440251572327,0.3081761006289308,0.03773584905660377,0.3018867924528302
Killarney Rural,Kerry,3039,768,54,88,864,1070,195,0.028956893715037842,0.2843040473840079,0.06416584402764067,0.3520895031260283,0.2527147087857848,0.017769002961500493,0.31326094109904573
Killarney Urban,Kerry,3246,815,119,99,775,1249,189,0.030499075785582256,0.23875539125077017,0.05822550831792976,0.38478126925446704,0.25107825015403573,0.036660505237215035,0.2692544670363524
Killary,Meath,387,93,9,13,138,115,19,0.03359173126614987,0.35658914728682173,0.04909560723514212,0.2971576227390181,0.24031007751937986,0.023255813953488372,0.39018087855297157
Killashandra,Cavan,336,93,9,6,98,109,21,0.017857142857142856,0.2916666666666667,0.0625,0.3244047619047619,0.2767857142857143,0.026785714285714284,0.30952380952380953
Killashee,Kildare,160,58,3,3,37,42,17,0.01875,0.23125,0.10625,0.2625,0.3625,0.01875,0.25
Killashee,Longford,146,36,4,2,45,51,8,0.0136986301369863,0.3082191780821918,0.0547945205479452,0.3493150684931507,0.2465753424657534,0.0273972602739726,0.3219178082191781
Killaspuglonane,Clare,136,33,5,3,39,52,4,0.022058823529411766,0.2867647058823529,0.029411764705882353,0.38235294117647056,0.2426470588235294,0.03676470588235294,0.3088235294117647
Killathy,Cork County,210,64,8,5,51,66,16,0.023809523809523808,0.24285714285714285,0.0761904761904762,0.3142857142857143,0.3047619047619048,0.0380952380952381,0.26666666666666666
Killavackan,Roscommon,107,29,0,2,26,43,7,0.018691588785046728,0.24299065420560748,0.06542056074766354,0.40186915887850466,0.27102803738317754,0.0,0.2616822429906542
Killavally,Mayo,238,70,9,2,69,77,11,0.008403361344537815,0.28991596638655465,0.046218487394957986,0.3235294117647059,0.29411764705882354,0.037815126050420166,0.29831932773109243
Killavinoge,Tipperary,196,56,2,0,69,61,8,0.0,0.3520408163265306,0.04081632653061224,0.3112244897959184,0.2857142857142857,0.01020408163265306,0.3520408163265306
Killea,Donegal,320,58,14,22,121,84,21,0.06875,0.378125,0.065625,0.2625,0.18125,0.04375,0.446875
Killea,Tipperary,161,37,6,4,49,52,13,0.024844720496894408,0.30434782608695654,0.08074534161490683,0.32298136645962733,0.22981366459627328,0.037267080745341616,0.32919254658385094
Killea,Waterford,708,222,12,15,192,242,25,0.0211864406779661,0.2711864406779661,0.03531073446327684,0.3418079096045198,0.3135593220338983,0.01694915254237288,0.2923728813559322
Killeagh,"Cork County, 047202",656,156,12,16,229,205,38,0.024390243902439025,0.3490853658536585,0.057926829268292686,0.3125,0.23780487804878048,0.018292682926829267,0.37347560975609756
Killeagh,"Cork County, 047203",329,70,9,2,89,144,15,0.0060790273556231,0.270516717325228,0.04559270516717325,0.4376899696048632,0.2127659574468085,0.02735562310030395,0.2765957446808511
Killeagh,Meath,164,40,1,6,56,54,7,0.036585365853658534,0.34146341463414637,0.042682926829268296,0.32926829268292684,0.24390243902439024,0.006097560975609756,0.3780487804878049
Killeany,Galway County,276,71,8,5,76,96,20,0.018115942028985508,0.2753623188405797,0.07246376811594203,0.34782608695652173,0.2572463768115942,0.028985507246376812,0.29347826086956524
Killedan,Mayo,244,62,2,11,67,86,16,0.045081967213114756,0.27459016393442626,0.06557377049180328,0.3524590163934426,0.2540983606557377,0.00819672131147541,0.319672131147541
Killedmond,Carlow,155,49,3,1,46,52,4,0.0064516129032258064,0.2967741935483871,0.025806451612903226,0.33548387096774196,0.3161290322580645,0.01935483870967742,0.3032258064516129
Killeely,Clare,416,91,9,7,120,160,29,0.016826923076923076,0.28846153846153844,0.06971153846153846,0.38461538461538464,0.21875,0.021634615384615384,0.30528846153846156
Killeely,Galway County,946,186,20,26,309,351,54,0.02748414376321353,0.3266384778012685,0.05708245243128964,0.37103594080338265,0.19661733615221988,0.021141649048625793,0.35412262156448204
Killeely A,Limerick,278,68,22,2,92,79,15,0.007194244604316547,0.33093525179856115,0.0539568345323741,0.2841726618705036,0.2446043165467626,0.07913669064748201,0.3381294964028777
Killeely B,Limerick,151,39,5,9,32,51,15,0.059602649006622516,0.2119205298013245,0.09933774834437085,0.33774834437086093,0.2582781456953642,0.033112582781456956,0.271523178807947
Killeen,Galway County,358,94,9,11,102,124,18,0.030726256983240222,0.2849162011173184,0.05027932960893855,0.3463687150837989,0.26256983240223464,0.025139664804469275,0.31564245810055863
Killeen,Meath,572,145,9,27,149,209,33,0.0472027972027972,0.26048951048951047,0.057692307692307696,0.36538461538461536,0.2534965034965035,0.015734265734265736,0.3076923076923077
Killeenasteena,Tipperary,308,83,4,9,97,97,18,0.02922077922077922,0.31493506493506496,0.05844155844155844,0.31493506493506496,0.2694805194805195,0.012987012987012988,0.34415584415584416
Killeenavarra,Galway County,439,98,7,20,142,146,26,0.04555808656036447,0.3234624145785877,0.05922551252847381,0.3325740318906606,0.22323462414578588,0.015945330296127564,0.3690205011389522
Killeenleagh,Cork County,136,28,4,1,49,43,11,0.007352941176470588,0.3602941176470588,0.08088235294117647,0.3161764705882353,0.20588235294117646,0.029411764705882353,0.36764705882352944
Killeentierna,Kerry,384,108,6,11,98,139,22,0.028645833333333332,0.2552083333333333,0.057291666666666664,0.3619791666666667,0.28125,0.015625,0.2838541666666667
Killeevan,Monaghan,134,31,0,4,44,47,8,0.029850746268656716,0.3283582089552239,0.05970149253731343,0.35074626865671643,0.23134328358208955,0.0,0.3582089552238806
Killehenny,Kerry,808,243,19,17,173,309,47,0.02103960396039604,0.2141089108910891,0.05816831683168317,0.38242574257425743,0.30074257425742573,0.023514851485148515,0.23514851485148514
Killeigh,Offaly,498,130,9,14,168,145,32,0.028112449799196786,0.3373493975903614,0.0642570281124498,0.29116465863453816,0.26104417670682734,0.018072289156626505,0.3654618473895582
Killenagh,Wexford,224,53,3,8,72,74,14,0.03571428571428571,0.32142857142857145,0.0625,0.33035714285714285,0.23660714285714285,0.013392857142857142,0.35714285714285715
Killenaule,Tipperary,376,101,10,5,103,139,18,0.013297872340425532,0.27393617021276595,0.047872340425531915,0.3696808510638298,0.26861702127659576,0.026595744680851064,0.2872340425531915
Killererin,Galway County,364,109,6,5,90,139,15,0.013736263736263736,0.24725274725274726,0.04120879120879121,0.38186813186813184,0.29945054945054944,0.016483516483516484,0.260989010989011
Killermogh,Laois,128,34,3,3,30,46,12,0.0234375,0.234375,0.09375,0.359375,0.265625,0.0234375,0.2578125
Killeroran,Galway County,552,148,18,3,159,191,33,0.005434782608695652,0.28804347826086957,0.059782608695652176,0.34601449275362317,0.26811594202898553,0.03260869565217391,0.29347826086956524
Killerrig,Carlow,196,39,7,4,72,67,7,0.02040816326530612,0.3673469387755102,0.03571428571428571,0.34183673469387754,0.1989795918367347,0.03571428571428571,0.3877551020408163
Killesk,Wexford,247,71,8,1,70,89,8,0.004048582995951417,0.2834008097165992,0.032388663967611336,0.3603238866396761,0.2874493927125506,0.032388663967611336,0.2874493927125506
Killian,Galway County,166,26,5,5,46,78,6,0.030120481927710843,0.27710843373493976,0.03614457831325301,0.46987951807228917,0.1566265060240964,0.030120481927710843,0.3072289156626506
Killilagh,Clare,259,54,6,4,65,114,16,0.015444015444015444,0.25096525096525096,0.06177606177606178,0.44015444015444016,0.2084942084942085,0.023166023166023165,0.26640926640926643
Killimer,Clare,232,67,4,4,64,78,15,0.017241379310344827,0.27586206896551724,0.06465517241379311,0.33620689655172414,0.28879310344827586,0.017241379310344827,0.29310344827586204
Killimor,"Galway County, 067133",248,61,7,2,63,102,13,0.008064516129032258,0.2540322580645161,0.05241935483870968,0.4112903225806452,0.24596774193548387,0.028225806451612902,0.2620967741935484
Killimor,"Galway County, 067134",146,31,7,3,41,56,8,0.02054794520547945,0.2808219178082192,0.0547945205479452,0.3835616438356164,0.21232876712328766,0.04794520547945205,0.3013698630136986
Killinaboy,Clare,153,24,3,7,41,62,16,0.0457516339869281,0.2679738562091503,0.10457516339869281,0.40522875816993464,0.1568627450980392,0.0196078431372549,0.3137254901960784
Killinagh/Teebane,Cavan,54,21,1,2,13,14,3,0.037037037037037035,0.24074074074074073,0.05555555555555555,0.25925925925925924,0.3888888888888889,0.018518518518518517,0.2777777777777778
Killinane,Kerry,119,13,3,5,31,56,11,0.04201680672268908,0.2605042016806723,0.09243697478991597,0.47058823529411764,0.1092436974789916,0.025210084033613446,0.3025210084033613
Killincooly,Wexford,206,57,2,0,74,59,14,0.0,0.3592233009708738,0.06796116504854369,0.28640776699029125,0.2766990291262136,0.009708737864077669,0.3592233009708738
Killiney North,Dún Laoghaire-Rathdown,1470,428,36,38,329,536,103,0.02585034013605442,0.22380952380952382,0.07006802721088436,0.36462585034013606,0.291156462585034,0.024489795918367346,0.24965986394557824
Killiney South,Dún Laoghaire-Rathdown,2033,522,59,78,592,640,142,0.038366945400885394,0.2911952779144122,0.06984751598622725,0.3148057058534186,0.25676340383669455,0.029021151008362025,0.3295622233152976
Killinick,Wexford,281,87,6,5,80,87,16,0.017793594306049824,0.2846975088967972,0.05693950177935943,0.3096085409252669,0.3096085409252669,0.021352313167259787,0.302491103202847
Killinkere,Cavan,172,57,5,3,49,53,5,0.01744186046511628,0.28488372093023256,0.029069767441860465,0.3081395348837209,0.3313953488372093,0.029069767441860465,0.3023255813953488
Killinny,Galway County,227,49,5,4,73,88,8,0.01762114537444934,0.32158590308370044,0.03524229074889868,0.3876651982378855,0.21585903083700442,0.022026431718061675,0.3392070484581498
Killinthomas,Kildare,196,51,2,0,65,73,5,0.0,0.33163265306122447,0.025510204081632654,0.37244897959183676,0.2602040816326531,0.01020408163265306,0.33163265306122447
Killinure,Westmeath,201,74,7,2,57,52,9,0.009950248756218905,0.2835820895522388,0.04477611940298507,0.25870646766169153,0.3681592039800995,0.03482587064676617,0.2935323383084577
Killinure,Wicklow,149,31,5,0,55,53,5,0.0,0.3691275167785235,0.03355704697986577,0.35570469798657717,0.2080536912751678,0.03355704697986577,0.3691275167785235
Killiskey,Wicklow,583,165,8,11,171,190,38,0.018867924528301886,0.2933104631217839,0.06518010291595197,0.3259005145797599,0.2830188679245283,0.0137221269296741,0.31217838765008576
Killoe,Longford,102,36,3,4,26,30,3,0.0392156862745098,0.2549019607843137,0.029411764705882353,0.29411764705882354,0.35294117647058826,0.029411764705882353,0.29411764705882354
Killofin,Clare,129,38,5,2,28,44,12,0.015503875968992248,0.21705426356589147,0.09302325581395349,0.34108527131782945,0.29457364341085274,0.03875968992248062,0.23255813953488372
Killogilleen,Galway County,477,100,7,22,190,132,26,0.04612159329140461,0.39832285115303984,0.05450733752620545,0.27672955974842767,0.20964360587002095,0.014675052410901468,0.4444444444444444
Killokennedy,Clare,81,30,2,0,26,18,5,0.0,0.32098765432098764,0.06172839506172839,0.2222222222222222,0.37037037037037035,0.024691358024691357,0.32098765432098764
Killone,Clare,375,104,8,4,109,131,19,0.010666666666666666,0.2906666666666667,0.050666666666666665,0.34933333333333333,0.2773333333333333,0.021333333333333333,0.30133333333333334
Killooly,Offaly,99,25,0,0,42,29,3,0.0,0.42424242424242425,0.030303030303030304,0.29292929292929293,0.25252525252525254,0.0,0.42424242424242425
Killoran,Galway County,102,31,3,1,36,27,4,0.00980392156862745,0.35294117647058826,0.0392156862745098,0.2647058823529412,0.30392156862745096,0.029411764705882353,0.3627450980392157
Killorglin,Kerry,1740,464,48,46,433,645,104,0.026436781609195402,0.24885057471264369,0.059770114942528735,0.3706896551724138,0.26666666666666666,0.027586206896551724,0.2752873563218391
Killoscully,Tipperary,258,66,5,3,97,76,11,0.011627906976744186,0.375968992248062,0.04263565891472868,0.29457364341085274,0.2558139534883721,0.01937984496124031,0.3875968992248062
Killoteran,Waterford,229,75,9,6,41,83,15,0.026200873362445413,0.17903930131004367,0.06550218340611354,0.3624454148471616,0.32751091703056767,0.039301310043668124,0.2052401746724891
Killoughrum,Wexford,332,93,9,7,94,114,15,0.02108433734939759,0.28313253012048195,0.045180722891566265,0.3433734939759036,0.28012048192771083,0.02710843373493976,0.3042168674698795
Killoughy,Offaly,342,97,6,8,101,117,13,0.023391812865497075,0.2953216374269006,0.038011695906432746,0.34210526315789475,0.28362573099415206,0.017543859649122806,0.31871345029239767
Killower,Galway County,459,114,15,10,129,152,39,0.02178649237472767,0.28104575163398693,0.08496732026143791,0.3311546840958606,0.24836601307189543,0.032679738562091505,0.3028322440087146
Killua,Westmeath,402,106,11,22,128,118,17,0.05472636815920398,0.31840796019900497,0.04228855721393035,0.2935323383084577,0.263681592039801,0.02736318407960199,0.373134328358209
Killucan,Westmeath,683,177,17,10,238,206,35,0.014641288433382138,0.3484626647144949,0.05124450951683748,0.30161054172767204,0.2591508052708638,0.024890190336749635,0.363103953147877
Killukin,"Roscommon, 197074",124,36,4,0,34,45,5,0.0,0.27419354838709675,0.04032258064516129,0.3629032258064516,0.2903225806451613,0.03225806451612903,0.27419354838709675
Killukin,"Roscommon, 197075",69,22,0,0,20,24,3,0.0,0.2898550724637681,0.043478260869565216,0.34782608695652173,0.3188405797101449,0.0,0.2898550724637681
Killulagh,Westmeath,221,57,5,0,85,63,11,0.0,0.38461538461538464,0.049773755656108594,0.2850678733031674,0.2579185520361991,0.02262443438914027,0.38461538461538464
Killummod,Roscommon,57,12,2,1,19,23,0,0.017543859649122806,0.3333333333333333,0.0,0.40350877192982454,0.21052631578947367,0.03508771929824561,0.3508771929824561
Killuran,Clare,219,55,3,2,72,73,14,0.0091324200913242,0.3287671232876712,0.0639269406392694,0.3333333333333333,0.2511415525114155,0.0136986301369863,0.3378995433789954
Killure,Galway County,310,70,9,3,84,132,12,0.00967741935483871,0.2709677419354839,0.03870967741935484,0.4258064516129032,0.22580645161290322,0.02903225806451613,0.2806451612903226
Killurin,Wexford,374,102,11,8,130,100,23,0.0213903743315508,0.34759358288770054,0.06149732620320856,0.26737967914438504,0.2727272727272727,0.029411764705882353,0.3689839572192513
Killursa,Galway County,508,128,9,15,145,179,32,0.02952755905511811,0.2854330708661417,0.06299212598425197,0.35236220472440943,0.25196850393700787,0.017716535433070866,0.31496062992125984
Killury,Kerry,190,45,3,2,52,81,7,0.010526315789473684,0.2736842105263158,0.03684210526315789,0.4263157894736842,0.23684210526315788,0.015789473684210527,0.28421052631578947
Killybegs,Donegal,812,206,21,32,223,271,59,0.03940886699507389,0.2746305418719212,0.07266009852216748,0.33374384236453203,0.2536945812807882,0.02586206896551724,0.31403940886699505
Killygar,Leitrim,43,13,2,1,12,14,1,0.023255813953488372,0.27906976744186046,0.023255813953488372,0.32558139534883723,0.3023255813953488,0.046511627906976744,0.3023255813953488
Killygarvan,Donegal,40,14,0,1,9,13,3,0.025,0.225,0.075,0.325,0.35,0.0,0.25
Killygordon,Donegal,238,50,7,3,94,65,19,0.012605042016806723,0.3949579831932773,0.07983193277310924,0.27310924369747897,0.21008403361344538,0.029411764705882353,0.40756302521008403
Killykeen,Cavan,247,60,8,4,92,73,10,0.016194331983805668,0.3724696356275304,0.04048582995951417,0.29554655870445345,0.242914979757085,0.032388663967611336,0.38866396761133604
Killylough,Monaghan,280,53,13,7,95,93,19,0.025,0.3392857142857143,0.06785714285714285,0.33214285714285713,0.18928571428571428,0.04642857142857143,0.36428571428571427
Killymasny,Donegal,210,40,1,13,72,68,16,0.06190476190476191,0.34285714285714286,0.0761904761904762,0.3238095238095238,0.19047619047619047,0.004761904761904762,0.40476190476190477
Killynenagh,Monaghan,70,20,0,2,31,16,1,0.02857142857142857,0.44285714285714284,0.014285714285714285,0.22857142857142856,0.2857142857142857,0.0,0.4714285714285714
Killyon,Meath,210,49,7,0,67,78,9,0.0,0.319047619047619,0.04285714285714286,0.37142857142857144,0.23333333333333334,0.03333333333333333,0.319047619047619
Killyon,Offaly,114,36,2,0,33,41,2,0.0,0.2894736842105263,0.017543859649122806,0.35964912280701755,0.3157894736842105,0.017543859649122806,0.2894736842105263
Kilmacanoge,Wicklow,5321,1402,118,205,1638,1650,308,0.03852659274572449,0.30783687276827665,0.05788385641796655,0.3100920879533922,0.2634843074610036,0.022176282653636536,0.3463634655140011
Kilmacar,Kilkenny,200,55,1,3,71,62,8,0.015,0.355,0.04,0.31,0.275,0.005,0.37
Kilmacdonogh,Cork County,445,119,12,4,136,144,30,0.008988764044943821,0.3056179775280899,0.06741573033707865,0.3235955056179775,0.26741573033707866,0.02696629213483146,0.3146067415730337
Kilmaclasser,Mayo,280,68,11,11,97,84,9,0.039285714285714285,0.3464285714285714,0.03214285714285714,0.3,0.24285714285714285,0.039285714285714285,0.38571428571428573
Kilmacleague,Waterford,195,45,0,8,53,85,4,0.041025641025641026,0.2717948717948718,0.020512820512820513,0.4358974358974359,0.23076923076923078,0.0,0.3128205128205128
Kilmaclenine,Cork County,307,88,5,8,82,107,17,0.026058631921824105,0.2671009771986971,0.05537459283387622,0.3485342019543974,0.28664495114006516,0.016286644951140065,0.2931596091205212
Kilmacomma,Waterford,233,58,6,13,67,67,22,0.055793991416309016,0.2875536480686695,0.0944206008583691,0.2875536480686695,0.24892703862660945,0.02575107296137339,0.34334763948497854
Kilmacowen,Sligo,1006,249,18,25,293,356,65,0.02485089463220676,0.2912524850894632,0.06461232604373758,0.3538767395626243,0.24751491053677932,0.017892644135188866,0.31610337972166996
Kilmacrenan,Donegal,566,90,23,33,211,167,42,0.05830388692579505,0.37279151943462896,0.07420494699646643,0.2950530035335689,0.15901060070671377,0.04063604240282685,0.43109540636042404
Kilmacshane,Galway County,90,20,2,3,35,25,5,0.03333333333333333,0.3888888888888889,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.022222222222222223,0.4222222222222222
Kilmacteige,Sligo,93,36,5,1,21,28,2,0.010752688172043012,0.22580645161290322,0.021505376344086023,0.3010752688172043,0.3870967741935484,0.053763440860215055,0.23655913978494625
Kilmacthomas,Waterford,555,166,27,11,137,190,24,0.01981981981981982,0.24684684684684685,0.043243243243243246,0.34234234234234234,0.2990990990990991,0.04864864864864865,0.26666666666666666
Kilmactranny,Sligo,179,46,4,4,58,62,5,0.0223463687150838,0.3240223463687151,0.027932960893854747,0.3463687150837989,0.2569832402234637,0.0223463687150838,0.3463687150837989
Kilmacumsy/Kilcolagh,Roscommon,177,40,4,2,59,63,9,0.011299435028248588,0.3333333333333333,0.05084745762711865,0.3559322033898305,0.22598870056497175,0.022598870056497175,0.3446327683615819
Kilmaganny,Kilkenny,293,82,9,4,100,86,12,0.013651877133105802,0.3412969283276451,0.040955631399317405,0.2935153583617747,0.27986348122866894,0.030716723549488054,0.35494880546075086
Kilmaine,Mayo,378,102,9,3,101,146,17,0.007936507936507936,0.2671957671957672,0.04497354497354497,0.3862433862433862,0.2698412698412698,0.023809523809523808,0.2751322751322751
Kilmainham,Meath,250,55,11,6,91,75,12,0.024,0.364,0.048,0.3,0.22,0.044,0.388
Kilmainham A,Dublin City,447,108,11,19,117,158,34,0.042505592841163314,0.26174496644295303,0.07606263982102908,0.3534675615212528,0.24161073825503357,0.024608501118568233,0.3042505592841163
Kilmainham B,Dublin City,786,218,18,35,136,309,70,0.044529262086514,0.17302798982188294,0.089058524173028,0.3931297709923664,0.27735368956743,0.022900763358778626,0.21755725190839695
Kilmainham C,Dublin City,1246,305,36,64,304,458,79,0.051364365971107544,0.24398073836276082,0.06340288924558588,0.36757624398073835,0.2447833065810594,0.028892455858747994,0.2953451043338684
Kilmakevoge,Kilkenny,162,53,4,1,31,59,14,0.006172839506172839,0.19135802469135801,0.08641975308641975,0.36419753086419754,0.3271604938271605,0.024691358024691357,0.19753086419753085
Kilmalinoge,Galway County,78,37,2,2,18,18,1,0.02564102564102564,0.23076923076923078,0.01282051282051282,0.23076923076923078,0.47435897435897434,0.02564102564102564,0.2564102564102564
Kilmallock,Limerick,746,208,21,13,199,269,36,0.01742627345844504,0.2667560321715818,0.04825737265415549,0.3605898123324397,0.27882037533512066,0.028150134048257374,0.28418230563002683
Kilmallock,Wexford,586,175,6,18,203,153,31,0.030716723549488054,0.3464163822525597,0.052901023890784986,0.26109215017064846,0.2986348122866894,0.010238907849829351,0.3771331058020478
Kilmaloda East,Cork County,184,53,0,6,51,63,11,0.03260869565217391,0.27717391304347827,0.059782608695652176,0.3423913043478261,0.28804347826086957,0.0,0.30978260869565216
Kilmaloda West,Cork County,85,22,2,4,27,23,7,0.047058823529411764,0.3176470588235294,0.08235294117647059,0.27058823529411763,0.25882352941176473,0.023529411764705882,0.36470588235294116
Kilmanagh,Kilkenny,236,60,4,0,76,89,7,0.0,0.3220338983050847,0.029661016949152543,0.3771186440677966,0.2542372881355932,0.01694915254237288,0.3220338983050847
Kilmeadan,"Waterford, 227059",337,85,7,8,83,126,28,0.02373887240356083,0.24629080118694363,0.0830860534124629,0.37388724035608306,0.2522255192878338,0.020771513353115726,0.27002967359050445
Kilmeadan,"Waterford, 227060",315,90,5,1,114,88,17,0.0031746031746031746,0.3619047619047619,0.05396825396825397,0.27936507936507937,0.2857142857142857,0.015873015873015872,0.36507936507936506
Kilmeage North,Kildare,899,228,26,12,311,268,54,0.013348164627363738,0.3459399332591769,0.060066740823136816,0.29810901001112344,0.25361512791991103,0.028921023359288096,0.3592880978865406
Kilmeage South,Kildare,753,192,18,14,305,187,37,0.01859229747675963,0.4050464807436919,0.049136786188579015,0.24833997343957503,0.2549800796812749,0.02390438247011952,0.42363877822045154
Kilmeany,Kerry,324,96,13,5,82,104,24,0.015432098765432098,0.25308641975308643,0.07407407407407407,0.32098765432098764,0.2962962962962963,0.040123456790123455,0.26851851851851855
Kilmeedy,Limerick,176,55,1,3,56,57,4,0.017045454545454544,0.3181818181818182,0.022727272727272728,0.32386363636363635,0.3125,0.005681818181818182,0.3352272727272727
Kilmeen,Cork County,143,39,1,0,48,44,11,0.0,0.3356643356643357,0.07692307692307693,0.3076923076923077,0.2727272727272727,0.006993006993006993,0.3356643356643357
Kilmeen,Galway County,293,81,6,1,88,101,16,0.0034129692832764505,0.3003412969283277,0.05460750853242321,0.3447098976109215,0.2764505119453925,0.020477815699658702,0.3037542662116041
Kilmeena,Mayo,720,200,12,16,214,227,51,0.022222222222222223,0.2972222222222222,0.07083333333333333,0.31527777777777777,0.2777777777777778,0.016666666666666666,0.3194444444444444
Kilmessan,Meath,675,170,14,19,221,213,38,0.028148148148148148,0.3274074074074074,0.056296296296296296,0.31555555555555553,0.2518518518518518,0.02074074074074074,0.35555555555555557
Kilmihil,Clare,292,87,8,9,75,97,16,0.030821917808219176,0.2568493150684932,0.0547945205479452,0.3321917808219178,0.2979452054794521,0.0273972602739726,0.2876712328767123
Kilmokea,Wexford,265,70,7,3,82,93,10,0.011320754716981131,0.30943396226415093,0.03773584905660377,0.35094339622641507,0.2641509433962264,0.026415094339622643,0.32075471698113206
Kilmonoge,Cork County,607,121,9,8,229,207,33,0.013179571663920923,0.3772652388797364,0.054365733113673806,0.34102141680395387,0.19934102141680396,0.014827018121911038,0.3904448105436573
