ed_name,county,all_irish_speakers,never_speaks_irish_outside_education_only,not_stated,speaks_irish_daily,speaks_irish_daily_education_only,speaks_irish_less_often,speaks_irish_weekly,share_daily_of_all,share_daily_education_only_of_all,share_weekly_of_all,share_less_often_of_all,share_never_outside_education_only_of_all,share_not_stated_of_all,share_daily_any_of_all
Boston,Clare,134,35,1,8,30,55,5,0.05970149253731343,0.22388059701492538,0.03731343283582089,0.41044776119402987,0.26119402985074625,0.007462686567164179,0.2835820895522388
Botanic A,Dublin City,1348,359,25,65,254,548,97,0.04821958456973294,0.1884272997032641,0.07195845697329377,0.4065281899109792,0.2663204747774481,0.018545994065281898,0.23664688427299704
Botanic B,Dublin City,1702,437,39,69,351,669,137,0.04054054054054054,0.20622796709753233,0.08049353701527615,0.39306698002350177,0.25675675675675674,0.022914218566392478,0.24676850763807284
Botanic C,Dublin City,907,233,18,50,218,328,60,0.05512679162072767,0.24035281146637266,0.06615214994487321,0.36163175303197354,0.25689084895259096,0.019845644983461964,0.2954796030871003
Boulteen,Cork County,348,93,9,4,111,115,16,0.011494252873563218,0.31896551724137934,0.04597701149425287,0.33045977011494254,0.2672413793103448,0.02586206896551724,0.33045977011494254
Bourney East,Tipperary,167,49,1,6,43,62,6,0.03592814371257485,0.25748502994011974,0.03592814371257485,0.3712574850299401,0.2934131736526946,0.005988023952095809,0.2934131736526946
Bourney West,Tipperary,170,55,5,0,55,48,7,0.0,0.3235294117647059,0.041176470588235294,0.2823529411764706,0.3235294117647059,0.029411764705882353,0.3235294117647059
Boyle Rural,Roscommon,707,241,10,12,185,223,36,0.016973125884016973,0.26166902404526166,0.05091937765205092,0.31541725601131543,0.3408769448373409,0.014144271570014143,0.27864214992927866
Boyle Urban,Roscommon,468,117,8,10,145,171,17,0.021367521367521368,0.30982905982905984,0.03632478632478633,0.36538461538461536,0.25,0.017094017094017096,0.3311965811965812
Boyounagh,Galway County,93,35,2,0,22,31,3,0.0,0.23655913978494625,0.03225806451612903,0.3333333333333333,0.3763440860215054,0.021505376344086023,0.23655913978494625
Bracklagh,Galway County,225,74,3,2,65,62,19,0.008888888888888889,0.28888888888888886,0.08444444444444445,0.27555555555555555,0.3288888888888889,0.013333333333333334,0.29777777777777775
Bracklin,Westmeath,99,25,2,0,34,33,5,0.0,0.3434343434343434,0.050505050505050504,0.3333333333333333,0.25252525252525254,0.020202020202020204,0.3434343434343434
Brackloon,Mayo,304,71,7,11,105,101,9,0.03618421052631579,0.34539473684210525,0.029605263157894735,0.33223684210526316,0.23355263157894737,0.023026315789473683,0.3815789473684211
Bracknagh,Offaly,406,115,10,6,121,124,30,0.014778325123152709,0.29802955665024633,0.07389162561576355,0.3054187192118227,0.2832512315270936,0.024630541871921183,0.312807881773399
Bragan,Monaghan,116,28,1,3,48,31,5,0.02586206896551724,0.41379310344827586,0.04310344827586207,0.2672413793103448,0.2413793103448276,0.008620689655172414,0.4396551724137931
Bramblestown,Kilkenny,155,35,4,3,67,37,9,0.01935483870967742,0.432258064516129,0.05806451612903226,0.23870967741935484,0.22580645161290322,0.025806451612903226,0.45161290322580644
Branchfield/Carrownaskeagh,Sligo,75,30,1,0,15,23,6,0.0,0.2,0.08,0.30666666666666664,0.4,0.013333333333333334,0.2
Bray No. 1,Wicklow,537,109,18,21,162,191,36,0.03910614525139665,0.3016759776536313,0.0670391061452514,0.35567970204841715,0.20297951582867785,0.0335195530726257,0.3407821229050279
Bray No. 2,Wicklow,2400,599,57,84,601,876,183,0.035,0.2504166666666667,0.07625,0.365,0.24958333333333332,0.02375,0.28541666666666665
Bray No. 3,Wicklow,2231,577,57,73,596,817,111,0.03272075302554908,0.2671447781264007,0.04975347377857463,0.3662034961900493,0.25862841774988793,0.025549081129538322,0.2998655311519498
Breaghwy,Mayo,887,216,22,13,263,306,67,0.014656144306651634,0.2965050732807215,0.07553551296505073,0.34498308906426156,0.24351747463359638,0.02480270574971815,0.3111612175873732
Breandrum,Leitrim,85,24,2,3,27,28,1,0.03529411764705882,0.3176470588235294,0.011764705882352941,0.32941176470588235,0.2823529411764706,0.023529411764705882,0.35294117647058826
Breanrisk,Longford,319,76,8,3,105,108,19,0.009404388714733543,0.329153605015674,0.05956112852664577,0.3385579937304075,0.23824451410658307,0.025078369905956112,0.3385579937304075
Bredagh,Cork County,287,84,3,7,77,94,22,0.024390243902439025,0.2682926829268293,0.07665505226480836,0.32752613240418116,0.2926829268292683,0.010452961672473868,0.2926829268292683
Bree,Wexford,600,148,11,31,210,177,23,0.051666666666666666,0.35,0.03833333333333333,0.295,0.24666666666666667,0.018333333333333333,0.40166666666666667
Breedoge,Roscommon,86,32,6,2,25,19,2,0.023255813953488372,0.29069767441860467,0.023255813953488372,0.22093023255813954,0.37209302325581395,0.06976744186046512,0.313953488372093
Breencorragh,Sligo,46,15,0,2,4,24,1,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.5217391304347826,0.32608695652173914,0.0,0.13043478260869565
Brewsterfield,Kerry,363,92,3,6,108,126,28,0.01652892561983471,0.2975206611570248,0.07713498622589532,0.34710743801652894,0.2534435261707989,0.008264462809917356,0.3140495867768595
Bricklieve,Sligo,92,24,2,2,20,35,9,0.021739130434782608,0.21739130434782608,0.09782608695652174,0.3804347826086957,0.2608695652173913,0.021739130434782608,0.2391304347826087
Bridgetown,Wexford,363,97,9,6,130,100,21,0.01652892561983471,0.3581267217630854,0.05785123966942149,0.27548209366391185,0.26721763085399447,0.024793388429752067,0.3746556473829201
Brinny,Cork County,309,80,7,2,98,104,18,0.006472491909385114,0.31715210355987056,0.05825242718446602,0.3365695792880259,0.2588996763754045,0.022653721682847898,0.32362459546925565
Broadford,Limerick,462,97,7,9,148,174,27,0.01948051948051948,0.3203463203463203,0.05844155844155844,0.37662337662337664,0.20995670995670995,0.015151515151515152,0.3398268398268398
Brockagh,Wicklow,243,73,11,5,54,82,18,0.0205761316872428,0.2222222222222222,0.07407407407407407,0.3374485596707819,0.3004115226337449,0.04526748971193416,0.24279835390946503
Broomfield,Monaghan,278,75,5,11,76,80,31,0.039568345323741004,0.2733812949640288,0.11151079136690648,0.28776978417266186,0.2697841726618705,0.017985611510791366,0.3129496402877698
Brosna,Kerry,309,77,10,6,88,113,15,0.019417475728155338,0.284789644012945,0.04854368932038835,0.3656957928802589,0.24919093851132687,0.032362459546925564,0.3042071197411003
Broughal,Offaly,38,12,1,0,9,15,1,0.0,0.23684210526315788,0.02631578947368421,0.39473684210526316,0.3157894736842105,0.02631578947368421,0.23684210526315788
Browningstown,Cork City,600,161,12,18,161,212,36,0.03,0.2683333333333333,0.06,0.35333333333333333,0.2683333333333333,0.02,0.29833333333333334
Brownsford,Kilkenny,72,13,2,2,32,12,11,0.027777777777777776,0.4444444444444444,0.1527777777777778,0.16666666666666666,0.18055555555555555,0.027777777777777776,0.4722222222222222
Bruce Hall,Cavan,66,11,2,0,22,22,9,0.0,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.16666666666666666,0.030303030303030304,0.3333333333333333
Bruff,Limerick,576,151,20,6,137,222,40,0.010416666666666666,0.2378472222222222,0.06944444444444445,0.3854166666666667,0.2621527777777778,0.034722222222222224,0.2482638888888889
Bruis,Tipperary,184,57,4,1,53,60,9,0.005434782608695652,0.28804347826086957,0.04891304347826087,0.32608695652173914,0.30978260869565216,0.021739130434782608,0.29347826086956524
Bruree,Limerick,434,117,9,5,134,144,25,0.01152073732718894,0.3087557603686636,0.0576036866359447,0.3317972350230415,0.2695852534562212,0.020737327188940093,0.32027649769585254
Buckill,Roscommon,144,45,3,8,33,47,8,0.05555555555555555,0.22916666666666666,0.05555555555555555,0.3263888888888889,0.3125,0.020833333333333332,0.2847222222222222
Bulgaden,Limerick,119,47,1,2,40,25,4,0.01680672268907563,0.33613445378151263,0.03361344537815126,0.21008403361344538,0.3949579831932773,0.008403361344537815,0.35294117647058826
Bullaun,Galway County,160,35,2,2,59,51,11,0.0125,0.36875,0.06875,0.31875,0.21875,0.0125,0.38125
Bumlin,Roscommon,215,50,5,2,58,86,14,0.009302325581395349,0.26976744186046514,0.06511627906976744,0.4,0.23255813953488372,0.023255813953488372,0.27906976744186046
Buncrana Rural,Donegal,1254,254,23,53,508,328,88,0.04226475279106858,0.405103668261563,0.07017543859649122,0.26156299840510366,0.2025518341307815,0.018341307814992026,0.4473684210526316
Buncrana Urban,Donegal,971,211,37,39,266,339,79,0.04016477857878476,0.27394438722966014,0.08135942327497425,0.349124613800206,0.21730175077239958,0.03810504634397528,0.3141091658084449
Buncrowey,Sligo,88,27,3,4,17,31,6,0.045454545454545456,0.19318181818181818,0.06818181818181818,0.3522727272727273,0.3068181818181818,0.03409090909090909,0.23863636363636365
Bundoran Rural,Donegal,434,124,4,5,143,138,20,0.01152073732718894,0.3294930875576037,0.04608294930875576,0.31797235023041476,0.2857142857142857,0.009216589861751152,0.34101382488479265
Bundoran Urban,Donegal,630,151,16,13,150,265,35,0.020634920634920634,0.23809523809523808,0.05555555555555555,0.42063492063492064,0.2396825396825397,0.025396825396825397,0.25873015873015875
Bunlahy,Longford,84,13,6,1,25,29,10,0.011904761904761904,0.2976190476190476,0.11904761904761904,0.34523809523809523,0.15476190476190477,0.07142857142857142,0.30952380952380953
Bunnybeg,Leitrim,65,14,2,4,17,23,5,0.06153846153846154,0.26153846153846155,0.07692307692307693,0.35384615384615387,0.2153846153846154,0.03076923076923077,0.3230769230769231
Bunowen,Galway County,130,30,2,2,27,60,9,0.015384615384615385,0.2076923076923077,0.06923076923076923,0.46153846153846156,0.23076923076923078,0.015384615384615385,0.2230769230769231
Buolick,Tipperary,227,71,6,3,74,67,6,0.013215859030837005,0.32599118942731276,0.02643171806167401,0.29515418502202645,0.31277533039647576,0.02643171806167401,0.3392070484581498
Burgage,Wicklow,815,210,19,21,311,208,46,0.025766871165644172,0.3815950920245399,0.05644171779141104,0.2552147239263804,0.25766871165644173,0.023312883435582823,0.40736196319018403
Burgesbeg,Tipperary,246,61,5,4,70,94,12,0.016260162601626018,0.2845528455284553,0.04878048780487805,0.3821138211382114,0.24796747967479674,0.02032520325203252,0.3008130081300813
Burnchurch,Kilkenny,302,61,8,13,104,91,25,0.04304635761589404,0.3443708609271523,0.08278145695364239,0.30132450331125826,0.20198675496688742,0.026490066225165563,0.38741721854304634
Burncourt,Tipperary,220,67,4,0,69,64,16,0.0,0.31363636363636366,0.07272727272727272,0.2909090909090909,0.30454545454545456,0.01818181818181818,0.31363636363636366
Burren,Mayo,153,39,5,8,55,38,8,0.05228758169934641,0.35947712418300654,0.05228758169934641,0.24836601307189543,0.2549019607843137,0.032679738562091505,0.4117647058823529
Burriscarra,Mayo,202,43,3,6,60,72,18,0.0297029702970297,0.297029702970297,0.0891089108910891,0.3564356435643564,0.21287128712871287,0.01485148514851485,0.32673267326732675
Burry,Meath,124,27,4,0,50,35,8,0.0,0.4032258064516129,0.06451612903225806,0.28225806451612906,0.21774193548387097,0.03225806451612903,0.4032258064516129
Burt,Donegal,257,55,15,14,88,68,17,0.054474708171206226,0.3424124513618677,0.06614785992217899,0.26459143968871596,0.2140077821011673,0.058365758754863814,0.3968871595330739
Burton Hall,Carlow,241,56,5,2,99,64,15,0.008298755186721992,0.4107883817427386,0.06224066390041494,0.26556016597510373,0.23236514522821577,0.02074688796680498,0.4190871369294606
Burtown,Kildare,155,30,1,4,66,42,12,0.025806451612903226,0.4258064516129032,0.07741935483870968,0.2709677419354839,0.1935483870967742,0.0064516129032258064,0.45161290322580644
Butler's Bridge,Cavan,192,44,4,1,68,69,6,0.005208333333333333,0.3541666666666667,0.03125,0.359375,0.22916666666666666,0.020833333333333332,0.359375
Butlerstown,Cork County,222,74,4,4,72,60,8,0.018018018018018018,0.32432432432432434,0.036036036036036036,0.2702702702702703,0.3333333333333333,0.018018018018018018,0.34234234234234234
Buttevant,Cork County,650,188,27,11,184,210,30,0.016923076923076923,0.28307692307692306,0.046153846153846156,0.3230769230769231,0.28923076923076924,0.04153846153846154,0.3
Béal Deirg Mór,Maigh Eo,65,11,4,4,11,31,4,0.06153846153846154,0.16923076923076924,0.06153846153846154,0.47692307692307695,0.16923076923076924,0.06153846153846154,0.23076923076923078
Béal an Mhuirthead,Maigh Eo,1028,180,32,50,249,430,87,0.048638132295719845,0.24221789883268482,0.08463035019455253,0.4182879377431907,0.17509727626459143,0.0311284046692607,0.2908560311284047
Béal Átha an Ghaorthaidh (Dún Mánmhaí),Corcaigh,136,6,0,45,18,34,33,0.33088235294117646,0.1323529411764706,0.2426470588235294,0.25,0.04411764705882353,0.0,0.4632352941176471
Béal Átha an Ghaorthaidh (Maigh Chromtha),Corcaigh,449,19,9,170,83,94,74,0.37861915367483295,0.18485523385300667,0.16481069042316257,0.20935412026726058,0.042316258351893093,0.0200445434298441,0.5634743875278396
Cabinteely-Granitefield,Dún Laoghaire-Rathdown,1155,330,31,20,304,409,61,0.017316017316017316,0.2632034632034632,0.05281385281385281,0.3541125541125541,0.2857142857142857,0.02683982683982684,0.2805194805194805
Cabinteely-Kilbogget,Dún Laoghaire-Rathdown,900,245,17,23,260,296,59,0.025555555555555557,0.28888888888888886,0.06555555555555556,0.3288888888888889,0.2722222222222222,0.01888888888888889,0.31444444444444447
Cabinteely-Loughlinstown,Dún Laoghaire-Rathdown,1723,467,27,30,596,506,97,0.017411491584445733,0.3459082994776553,0.05629715612304121,0.293673824724318,0.2710388856645386,0.01567034242600116,0.363319791062101
Cabinteely-Pottery,Dún Laoghaire-Rathdown,2028,586,44,66,515,683,134,0.03254437869822485,0.2539447731755424,0.06607495069033531,0.33678500986193294,0.28895463510848124,0.021696252465483234,0.2864891518737673
Cabra East A,Dublin City,1906,499,37,102,359,755,154,0.053515215110178385,0.18835257082896117,0.080797481636936,0.39611752360965374,0.26180482686253936,0.019412381951731374,0.24186778593913955
Cabra East B,Dublin City,1126,284,33,54,295,412,48,0.047957371225577264,0.2619893428063943,0.04262877442273535,0.36589698046181174,0.2522202486678508,0.02930728241563055,0.3099467140319716
Cabra East C,Dublin City,1090,284,32,46,191,449,88,0.04220183486238532,0.17522935779816515,0.08073394495412844,0.41192660550458715,0.26055045871559634,0.029357798165137616,0.21743119266055047
Cabra West A,Dublin City,370,76,15,27,105,114,33,0.07297297297297298,0.28378378378378377,0.0891891891891892,0.3081081081081081,0.20540540540540542,0.04054054054054054,0.3567567567567568
Cabra West B,Dublin City,581,135,22,23,169,191,41,0.039586919104991396,0.2908777969018933,0.07056798623063683,0.3287435456110155,0.23235800344234078,0.0378657487091222,0.3304647160068847
Cabra West C,Dublin City,732,162,28,37,183,264,58,0.050546448087431695,0.25,0.07923497267759563,0.36065573770491804,0.22131147540983606,0.03825136612021858,0.3005464480874317
Cabra West D,Dublin City,860,247,17,23,222,297,54,0.026744186046511628,0.25813953488372093,0.06279069767441861,0.3453488372093023,0.2872093023255814,0.019767441860465116,0.28488372093023256
Cadamstown,Kildare,637,186,11,25,209,178,28,0.03924646781789639,0.3281004709576138,0.04395604395604396,0.2794348508634223,0.29199372056514916,0.01726844583987441,0.3673469387755102
Caddagh,Monaghan,223,65,5,3,85,48,17,0.013452914798206279,0.3811659192825112,0.07623318385650224,0.21524663677130046,0.2914798206278027,0.02242152466367713,0.39461883408071746
Caher,Clare,120,41,2,2,23,43,9,0.016666666666666666,0.19166666666666668,0.075,0.35833333333333334,0.3416666666666667,0.016666666666666666,0.20833333333333334
Caher,Kerry,734,173,15,34,148,313,51,0.04632152588555858,0.2016348773841962,0.06948228882833787,0.4264305177111717,0.2356948228882834,0.020435967302452316,0.24795640326975477
Caher,Laois,53,13,5,0,20,14,1,0.0,0.37735849056603776,0.018867924528301886,0.2641509433962264,0.24528301886792453,0.09433962264150944,0.37735849056603776
Caher,Limerick,156,40,3,1,50,51,11,0.00641025641025641,0.32051282051282054,0.07051282051282051,0.3269230769230769,0.2564102564102564,0.019230769230769232,0.3269230769230769
Caher,Tipperary,418,121,7,9,97,157,27,0.0215311004784689,0.23205741626794257,0.0645933014354067,0.37559808612440193,0.2894736842105263,0.01674641148325359,0.2535885167464115
Caheragh,Cork County,120,27,2,1,33,55,2,0.008333333333333333,0.275,0.016666666666666666,0.4583333333333333,0.225,0.016666666666666666,0.2833333333333333
Caherbarnagh,Cork County,232,57,7,0,67,89,12,0.0,0.28879310344827586,0.05172413793103448,0.38362068965517243,0.24568965517241378,0.03017241379310345,0.28879310344827586
Caherconlish East,Limerick,263,62,3,9,83,90,16,0.034220532319391636,0.3155893536121673,0.060836501901140684,0.34220532319391633,0.23574144486692014,0.011406844106463879,0.34980988593155893
Caherconlish West,Limerick,798,202,21,20,314,217,24,0.02506265664160401,0.39348370927318294,0.03007518796992481,0.2719298245614035,0.2531328320802005,0.02631578947368421,0.41854636591478694
Cahercorney,Limerick,377,105,7,2,137,109,17,0.005305039787798408,0.363395225464191,0.04509283819628647,0.2891246684350133,0.27851458885941643,0.01856763925729443,0.3687002652519894
Caherduggan,Cork County,271,50,7,9,106,89,10,0.033210332103321034,0.39114391143911437,0.03690036900369004,0.3284132841328413,0.18450184501845018,0.025830258302583026,0.42435424354243545
Caherelly,Limerick,191,61,5,1,50,68,6,0.005235602094240838,0.2617801047120419,0.031413612565445025,0.35602094240837695,0.3193717277486911,0.02617801047120419,0.2670157068062827
Caherhurly,Clare,79,15,1,2,28,29,4,0.02531645569620253,0.35443037974683544,0.05063291139240506,0.3670886075949367,0.189873417721519,0.012658227848101266,0.379746835443038
Caherlag,Cork City,2111,528,31,65,741,633,113,0.030791094268119375,0.3510184746565609,0.05352913311226907,0.29985788725722407,0.2501184272856466,0.01468498342018001,0.38180956892468026
Caherlag,Cork County,1744,431,29,49,510,627,98,0.02809633027522936,0.29243119266055045,0.05619266055045872,0.35951834862385323,0.24713302752293578,0.016628440366972478,0.3205275229357798
Cahermore,Cork County,150,40,1,3,36,62,8,0.02,0.24,0.05333333333333334,0.41333333333333333,0.26666666666666666,0.006666666666666667,0.26
Cahermore,Galway County,273,69,2,3,102,79,18,0.01098901098901099,0.37362637362637363,0.06593406593406594,0.2893772893772894,0.25274725274725274,0.007326007326007326,0.38461538461538464
Cahermurphy,Clare,120,23,4,2,40,45,6,0.016666666666666666,0.3333333333333333,0.05,0.375,0.19166666666666668,0.03333333333333333,0.35
Cahermurphy/Corlea,Clare,52,20,0,0,12,17,3,0.0,0.23076923076923078,0.057692307692307696,0.3269230769230769,0.38461538461538464,0.0,0.23076923076923078
Cahore,Wexford,187,45,6,7,65,53,11,0.0374331550802139,0.34759358288770054,0.058823529411764705,0.28342245989304815,0.24064171122994651,0.03208556149732621,0.3850267379679144
Caisleán na dTuath,Dún na nGall,104,18,4,6,30,37,9,0.057692307692307696,0.28846153846153844,0.08653846153846154,0.3557692307692308,0.17307692307692307,0.038461538461538464,0.34615384615384615
Calary,Wicklow,145,26,1,8,48,50,12,0.05517241379310345,0.3310344827586207,0.08275862068965517,0.3448275862068966,0.1793103448275862,0.006896551724137931,0.38620689655172413
Caldragh,Longford,1021,250,25,21,367,312,46,0.02056807051909892,0.3594515181194907,0.04505386875612145,0.30558276199804113,0.24485798237022527,0.024485798237022526,0.38001958863858964
Callan Rural,Kilkenny,801,215,26,19,268,237,36,0.02372034956304619,0.33458177278401996,0.0449438202247191,0.2958801498127341,0.26841448189762795,0.03245942571785269,0.35830212234706615
Callan Urban,Kilkenny,617,168,16,7,209,194,23,0.011345218800648298,0.3387358184764992,0.03727714748784441,0.31442463533225284,0.27228525121555913,0.02593192868719611,0.3500810372771475
Callow,Mayo,178,47,5,10,53,54,9,0.056179775280898875,0.29775280898876405,0.05056179775280899,0.30337078651685395,0.2640449438202247,0.028089887640449437,0.3539325842696629
Calry,Sligo,911,245,26,19,231,328,62,0.020856201975850714,0.2535675082327113,0.06805708013172337,0.3600439077936334,0.2689352360043908,0.02854006586169045,0.27442371020856204
Caltra,Galway County,199,70,7,3,48,65,6,0.01507537688442211,0.24120603015075376,0.03015075376884422,0.32663316582914576,0.35175879396984927,0.035175879396984924,0.2562814070351759
Caltragh,Roscommon,130,36,1,1,45,41,6,0.007692307692307693,0.34615384615384615,0.046153846153846156,0.3153846153846154,0.27692307692307694,0.007692307692307693,0.35384615384615387
Camas,Gaillimh,286,4,9,202,43,10,18,0.7062937062937062,0.15034965034965034,0.06293706293706294,0.03496503496503497,0.013986013986013986,0.03146853146853147,0.8566433566433567
Cams,Roscommon,222,48,7,1,50,99,17,0.0045045045045045045,0.22522522522522523,0.07657657657657657,0.44594594594594594,0.21621621621621623,0.03153153153153153,0.22972972972972974
Cangort,Offaly,96,34,1,1,31,26,3,0.010416666666666666,0.3229166666666667,0.03125,0.2708333333333333,0.3541666666666667,0.010416666666666666,0.3333333333333333
Cannaway,Cork County,376,87,4,11,123,119,32,0.02925531914893617,0.3271276595744681,0.0851063829787234,0.31648936170212766,0.23138297872340424,0.010638297872340425,0.35638297872340424
Canningstown,Cavan,200,57,8,3,67,58,7,0.015,0.335,0.035,0.29,0.285,0.04,0.35
Capard/Brisha,Laois,124,37,2,3,42,31,9,0.024193548387096774,0.3387096774193548,0.07258064516129033,0.25,0.29838709677419356,0.016129032258064516,0.3629032258064516
Cappagh,Kerry,180,41,6,2,50,72,9,0.011111111111111112,0.2777777777777778,0.05,0.4,0.22777777777777777,0.03333333333333333,0.28888888888888886
Cappagh,Tipperary,440,126,9,3,152,122,28,0.006818181818181818,0.34545454545454546,0.06363636363636363,0.2772727272727273,0.2863636363636364,0.020454545454545454,0.3522727272727273
Cappagh,Waterford,195,51,1,7,46,78,12,0.035897435897435895,0.2358974358974359,0.06153846153846154,0.4,0.26153846153846155,0.005128205128205128,0.2717948717948718
Cappaghabaun,Clare,56,8,0,0,23,22,3,0.0,0.4107142857142857,0.05357142857142857,0.39285714285714285,0.14285714285714285,0.0,0.4107142857142857
Cappalough,Laois,165,57,1,1,52,46,8,0.006060606060606061,0.3151515151515151,0.048484848484848485,0.2787878787878788,0.34545454545454546,0.006060606060606061,0.3212121212121212
Cappalusk,Galway County,188,54,3,4,57,52,18,0.02127659574468085,0.30319148936170215,0.09574468085106383,0.2765957446808511,0.2872340425531915,0.015957446808510637,0.324468085106383
Cappamore,Limerick,576,154,22,11,158,208,23,0.019097222222222224,0.2743055555555556,0.03993055555555555,0.3611111111111111,0.2673611111111111,0.03819444444444445,0.2934027777777778
Cappancur,Offaly,728,177,17,16,261,213,44,0.02197802197802198,0.3585164835164835,0.06043956043956044,0.2925824175824176,0.24313186813186813,0.023351648351648352,0.3804945054945055
Cappard,Galway County,39,6,1,4,9,18,1,0.10256410256410256,0.23076923076923078,0.02564102564102564,0.46153846153846156,0.15384615384615385,0.02564102564102564,0.3333333333333333
Cappavilla,Clare,464,164,5,13,57,192,33,0.028017241379310345,0.12284482758620689,0.07112068965517242,0.41379310344827586,0.35344827586206895,0.010775862068965518,0.15086206896551724
Cappoquin,Waterford,442,104,15,14,123,166,20,0.03167420814479638,0.27828054298642535,0.04524886877828054,0.3755656108597285,0.23529411764705882,0.033936651583710405,0.30995475113122173
Caragh,Kerry,406,108,10,8,99,160,21,0.019704433497536946,0.2438423645320197,0.05172413793103448,0.39408866995073893,0.2660098522167488,0.024630541871921183,0.26354679802955666
Caraun,Mayo,170,58,7,2,33,58,12,0.011764705882352941,0.19411764705882353,0.07058823529411765,0.3411764705882353,0.3411764705882353,0.041176470588235294,0.20588235294117646
Carbury,Kildare,759,195,13,8,271,230,42,0.010540184453227932,0.3570487483530962,0.05533596837944664,0.30303030303030304,0.25691699604743085,0.017127799736495388,0.3675889328063241
Cardtown,Laois,77,25,1,0,26,24,1,0.0,0.33766233766233766,0.012987012987012988,0.3116883116883117,0.3246753246753247,0.012987012987012988,0.33766233766233766
Carker,Kerry,162,50,2,1,48,52,9,0.006172839506172839,0.2962962962962963,0.05555555555555555,0.32098765432098764,0.30864197530864196,0.012345679012345678,0.30246913580246915
Carlingford,Louth,713,183,24,13,203,233,57,0.0182328190743338,0.2847124824684432,0.07994389901823282,0.3267882187938289,0.25666199158485276,0.033660589060308554,0.302945301542777
Carlow Rural,Carlow,5773,1337,147,215,1869,1879,326,0.037242335007794905,0.3237484843235753,0.0564697730815867,0.3254806859518448,0.23159535769963624,0.0254633639355621,0.36099081933137017
Carlow Urban,Carlow,1300,380,51,28,280,483,78,0.021538461538461538,0.2153846153846154,0.06,0.37153846153846154,0.2923076923076923,0.03923076923076923,0.23692307692307693
Carn,Cavan,83,29,4,0,23,24,3,0.0,0.27710843373493976,0.03614457831325301,0.2891566265060241,0.3493975903614458,0.04819277108433735,0.27710843373493976
Carn,Westmeath,324,87,3,3,78,141,12,0.009259259259259259,0.24074074074074073,0.037037037037037035,0.4351851851851852,0.26851851851851855,0.009259259259259259,0.25
Carna,Dublin City,490,116,20,18,148,167,21,0.036734693877551024,0.3020408163265306,0.04285714285714286,0.3408163265306122,0.23673469387755103,0.04081632653061224,0.33877551020408164
Carnagarve,Cavan,198,46,8,0,65,73,6,0.0,0.3282828282828283,0.030303030303030304,0.3686868686868687,0.23232323232323232,0.04040404040404041,0.3282828282828283
Carnagh,Roscommon,417,124,2,14,138,118,21,0.03357314148681055,0.33093525179856115,0.050359712230215826,0.2829736211031175,0.2973621103117506,0.004796163069544364,0.3645083932853717
Carnagh,Wexford,204,48,1,0,71,73,11,0.0,0.3480392156862745,0.05392156862745098,0.35784313725490197,0.23529411764705882,0.004901960784313725,0.3480392156862745
Carnalway,Kildare,850,194,23,18,256,298,61,0.021176470588235293,0.30117647058823527,0.07176470588235294,0.35058823529411764,0.22823529411764706,0.027058823529411764,0.32235294117647056
Carndonagh,Donegal,763,174,11,25,253,240,60,0.0327653997378768,0.3315858453473132,0.07863695937090433,0.3145478374836173,0.22804718217562253,0.014416775884665793,0.36435124508519
Carnew,Wicklow,595,144,17,12,207,188,27,0.020168067226890758,0.34789915966386553,0.0453781512605042,0.31596638655462184,0.24201680672268908,0.02857142857142857,0.3680672268907563
Carney,Sligo,344,87,6,8,101,125,17,0.023255813953488372,0.2936046511627907,0.04941860465116279,0.3633720930232558,0.25290697674418605,0.01744186046511628,0.3168604651162791
Carrafin,Cavan,194,43,3,11,55,65,17,0.05670103092783505,0.28350515463917525,0.08762886597938144,0.33505154639175255,0.22164948453608246,0.015463917525773196,0.3402061855670103
Carragh,Kildare,879,242,22,19,291,248,57,0.02161547212741752,0.3310580204778157,0.06484641638225255,0.2821387940841866,0.2753128555176337,0.02502844141069397,0.35267349260523323
Carraig Airt,Dún na nGall,433,73,18,37,104,149,52,0.08545034642032333,0.24018475750577367,0.12009237875288684,0.3441108545034642,0.16859122401847576,0.04157043879907621,0.325635103926097
Carran,Clare,90,27,0,3,22,34,4,0.03333333333333333,0.24444444444444444,0.044444444444444446,0.37777777777777777,0.3,0.0,0.2777777777777778
Carrick,Kildare,134,31,1,5,43,46,8,0.03731343283582089,0.3208955223880597,0.05970149253731343,0.34328358208955223,0.23134328358208955,0.007462686567164179,0.3582089552238806
Carrick,Westmeath,128,32,4,2,37,47,6,0.015625,0.2890625,0.046875,0.3671875,0.25,0.03125,0.3046875
Carrick,Wexford,811,217,17,21,246,254,56,0.025893958076448828,0.3033292231812577,0.0690505548705302,0.31319358816276205,0.2675709001233046,0.02096177558569667,0.32922318125770655
Carrick-On-Shannon,Leitrim,1589,370,31,50,540,499,99,0.03146633102580239,0.3398363750786658,0.062303335431088736,0.31403398363750784,0.2328508495909377,0.019509125235997484,0.3713027061044682
Carrick-On-Suir Rural,Tipperary,220,74,8,9,54,69,6,0.04090909090909091,0.24545454545454545,0.02727272727272727,0.31363636363636366,0.33636363636363636,0.03636363636363636,0.2863636363636364
